with_gt	dataset	model	subset	seeds	position	c_begin	c_end	row	gamma	step_acc_test	agent_acc_test	step_acc_val	agent_acc_val
False	correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	base	0.0	0.8043478260869565	0.826086956521739	0.5789473684210527	0.6842105263157895
False	correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	uniform-unnorm	0.0	0.8043478260869565	0.826086956521739	0.5789473684210527	0.6842105263157895
False	correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	uniform-norm	0.0	0.8043478260869565	0.826086956521739	0.5789473684210527	0.6842105263157895
False	correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	soap	0.0	0.8043478260869565	0.8260869565217392	0.5789473684210525	0.6842105263157894
False	correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	base	0.0	0.4465811965811966	0.7564102564102564	0.455026455026455	0.7671957671957672
False	correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	uniform-unnorm	0.0	0.4465811965811966	0.7564102564102564	0.455026455026455	0.7671957671957672
False	correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	uniform-norm	0.0	0.4465811965811966	0.7564102564102564	0.455026455026455	0.7671957671957672
False	correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	soap	0.0	0.4465811965811965	0.7564102564102564	0.4550264550264549	0.7671957671957671
False	correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	base	0.0	0.5186194368755677	0.6866485013623979	0.5056689342403629	0.7301587301587302
False	correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	uniform-unnorm	0.1	0.01634877384196185	0.6811989100817438	0.020408163265306124	0.7278911564625851
False	correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	uniform-norm	0.1	0.3751135331516803	0.6766575840145322	0.3650793650793651	0.7210884353741497
False	correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	soap	0.1	0.553133514986376	0.6948228882833788	0.582766439909297	0.7369614512471655
True	correct-error	qwen3.5-9b	arc	17,18,19	embed	1	3	base	0.0	0.8135964912280701	0.8640350877192983	0.8032786885245902	0.8743169398907104
True	correct-error	qwen3.5-9b	arc	17,18,19	embed	1	3	uniform-unnorm	0.1	0.8004385964912282	0.868421052631579	0.7704918032786885	0.8579234972677596
True	correct-error	qwen3.5-9b	arc	17,18,19	embed	1	3	uniform-norm	0.1	0.8114035087719298	0.8640350877192983	0.8032786885245902	0.8633879781420766
True	correct-error	qwen3.5-9b	arc	17,18,19	embed	1	3	soap	0.1	0.8179824561403509	0.8640350877192983	0.8087431693989071	0.8633879781420766
True	correct-error	qwen3.5-9b	gaia	17,18,19	act/27	1	7	base	0.0	0.68	0.8266666666666667	0.36666666666666664	0.5666666666666667
True	correct-error	qwen3.5-9b	gaia	17,18,19	act/27	1	7	uniform-unnorm	0.1	0.4666666666666667	0.6933333333333334	0.4333333333333333	0.6
True	correct-error	qwen3.5-9b	gaia	17,18,19	act/27	1	7	uniform-norm	0.1	0.64	0.8133333333333334	0.43333333333333335	0.6
True	correct-error	qwen3.5-9b	gaia	17,18,19	act/27	1	7	soap	0.1	0.68	0.8400000000000002	0.3999999999999999	0.6
True	correct-error	qwen3.5-9b	hotpot	17,18,19	act/3	1	3	base	0.0	0.45213379469434833	0.7012687427912342	0.47988505747126436	0.7327586206896551
True	correct-error	qwen3.5-9b	hotpot	17,18,19	act/3	1	3	uniform-unnorm	0.0	0.45213379469434833	0.7012687427912342	0.47988505747126436	0.7327586206896551
True	correct-error	qwen3.5-9b	hotpot	17,18,19	act/3	1	3	uniform-norm	0.0	0.45213379469434833	0.7012687427912342	0.47988505747126436	0.7327586206896551
True	correct-error	qwen3.5-9b	hotpot	17,18,19	act/3	1	3	soap	0.0	0.4521337946943483	0.7012687427912342	0.4798850574712643	0.7327586206896551
True	correct-error	qwen3.5-9b	math500	17,18,19	act/7	0	20	base	0.0	0.6244725738396624	0.6118143459915611	0.5625	0.5520833333333333
True	correct-error	qwen3.5-9b	math500	17,18,19	act/7	0	20	uniform-unnorm	0.0	0.6244725738396624	0.6118143459915611	0.5625	0.5520833333333333
True	correct-error	qwen3.5-9b	math500	17,18,19	act/7	0	20	uniform-norm	0.0	0.6244725738396624	0.6118143459915611	0.5625	0.5520833333333333
True	correct-error	qwen3.5-9b	math500	17,18,19	act/7	0	20	soap	0.0	0.6244725738396625	0.6118143459915611	0.5625	0.5520833333333334
True	correct-error	qwen3.5-9b	mmlu_pro	17,18,19	act/3	0	20	base	0.0	0.7101449275362319	0.8043478260869565	0.543859649122807	0.6491228070175439
True	correct-error	qwen3.5-9b	mmlu_pro	17,18,19	act/3	0	20	uniform-unnorm	0.0	0.7101449275362319	0.8043478260869565	0.543859649122807	0.6491228070175439
True	correct-error	qwen3.5-9b	mmlu_pro	17,18,19	act/3	0	20	uniform-norm	0.0	0.7101449275362319	0.8043478260869565	0.543859649122807	0.6491228070175439
True	correct-error	qwen3.5-9b	mmlu_pro	17,18,19	act/3	0	20	soap	0.0	0.7101449275362319	0.8043478260869565	0.543859649122807	0.6491228070175438
True	correct-error	qwen3.5-9b	musique	17,18,19	act/3	1	3	base	0.0	0.44871794871794873	0.7478632478632479	0.41798941798941797	0.6984126984126984
True	correct-error	qwen3.5-9b	musique	17,18,19	act/3	1	3	uniform-unnorm	0.0	0.44871794871794873	0.7478632478632479	0.41798941798941797	0.6984126984126984
True	correct-error	qwen3.5-9b	musique	17,18,19	act/3	1	3	uniform-norm	0.0	0.44871794871794873	0.7478632478632479	0.41798941798941797	0.6984126984126984
True	correct-error	qwen3.5-9b	musique	17,18,19	act/3	1	3	soap	0.0	0.4487179487179487	0.7478632478632479	0.4179894179894179	0.6984126984126983
True	correct-error	qwen3.5-9b	wikimqa	17,18,19	act/15	1	3	base	0.0	0.49227974568574023	0.701180744777475	0.47165532879818595	0.7142857142857143
True	correct-error	qwen3.5-9b	wikimqa	17,18,19	act/15	1	3	uniform-unnorm	0.1	0.4250681198910081	0.6830154405086285	0.3990929705215419	0.7029478458049886
True	correct-error	qwen3.5-9b	wikimqa	17,18,19	act/15	1	3	uniform-norm	0.1	0.48410535876475935	0.701180744777475	0.4671201814058957	0.7120181405895691
True	correct-error	qwen3.5-9b	wikimqa	17,18,19	act/15	1	3	soap	0.1	0.5077202543142597	0.703905540417802	0.4875283446712018	0.7210884353741497
True	correct-error	deepseek-8b	arc	17,18,19	act/13	0	2	base	0.0	0.875	0.881578947368421	0.8306010928961749	0.8415300546448088
True	correct-error	deepseek-8b	arc	17,18,19	act/13	0	2	uniform-unnorm	0.0	0.875	0.881578947368421	0.8306010928961749	0.8415300546448088
True	correct-error	deepseek-8b	arc	17,18,19	act/13	0	2	uniform-norm	0.0	0.875	0.881578947368421	0.8306010928961749	0.8415300546448088
True	correct-error	deepseek-8b	arc	17,18,19	act/13	0	2	soap	0.0	0.875	0.8815789473684211	0.8306010928961749	0.8415300546448087
True	correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	base	0.0	0.72	0.8666666666666667	0.6333333333333333	0.8333333333333333
True	correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	uniform-unnorm	0.0	0.72	0.8666666666666667	0.6333333333333333	0.8333333333333333
True	correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	uniform-norm	0.0	0.72	0.8666666666666667	0.6333333333333333	0.8333333333333333
True	correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	soap	0.0	0.7200000000000001	0.8666666666666667	0.6333333333333333	0.8333333333333334
True	correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	base	0.0	0.5317185697808535	0.7081891580161477	0.4770114942528736	0.6839080459770114
True	correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	uniform-unnorm	0.0	0.5317185697808535	0.7081891580161477	0.4770114942528736	0.6839080459770114
True	correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	uniform-norm	0.0	0.5317185697808535	0.7081891580161477	0.4770114942528736	0.6839080459770114
True	correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	soap	0.0	0.5317185697808536	0.7081891580161477	0.4770114942528736	0.6839080459770114
True	correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	base	0.0	0.6244725738396625	0.6160337552742616	0.59375	0.65625
True	correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	uniform-unnorm	0.0	0.6244725738396625	0.6160337552742616	0.59375	0.65625
True	correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	uniform-norm	0.0	0.6244725738396625	0.6160337552742616	0.59375	0.65625
True	correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	soap	0.0	0.6244725738396625	0.6160337552742615	0.59375	0.65625
True	correct-error	deepseek-8b	mmlu_pro	17,18,19	act/7	0	2	base	0.0	0.7971014492753623	0.8405797101449275	0.6140350877192983	0.7192982456140351
True	correct-error	deepseek-8b	mmlu_pro	17,18,19	act/7	0	2	uniform-unnorm	0.0	0.7971014492753623	0.8405797101449275	0.6140350877192983	0.7192982456140351
True	correct-error	deepseek-8b	mmlu_pro	17,18,19	act/7	0	2	uniform-norm	0.0	0.7971014492753623	0.8405797101449275	0.6140350877192983	0.7192982456140351
True	correct-error	deepseek-8b	mmlu_pro	17,18,19	act/7	0	2	soap	0.0	0.7971014492753623	0.8405797101449274	0.6140350877192983	0.7192982456140351
True	correct-error	deepseek-8b	musique	17,18,19	act/12	0	3	base	0.0	0.4636752136752137	0.7585470085470085	0.455026455026455	0.7619047619047619
True	correct-error	deepseek-8b	musique	17,18,19	act/12	0	3	uniform-unnorm	0.0	0.4636752136752137	0.7585470085470085	0.455026455026455	0.7619047619047619
True	correct-error	deepseek-8b	musique	17,18,19	act/12	0	3	uniform-norm	0.0	0.4636752136752137	0.7585470085470085	0.455026455026455	0.7619047619047619
True	correct-error	deepseek-8b	musique	17,18,19	act/12	0	3	soap	0.0	0.4636752136752136	0.7585470085470085	0.4550264550264549	0.7619047619047619
True	correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	base	0.0	0.5249772933696639	0.6884650317892824	0.5170068027210885	0.7369614512471656
True	correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	uniform-unnorm	0.1	0.017257039055404176	0.6839237057220708	0.01360544217687075	0.7278911564625851
True	correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	uniform-norm	0.1	0.40417801998183467	0.6793823796548593	0.3945578231292517	0.7233560090702948
True	correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	soap	0.1	0.5513169845594913	0.698455949137148	0.5873015873015873	0.7301587301587302
False	traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	base	0.0	0.21014492753623187	0.6159420289855072	0.14814814814814814	0.5185185185185186
False	traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	uniform-unnorm	1.0	0.05072463768115942	0.2753623188405797	0.05555555555555555	0.24074074074074076
False	traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	uniform-norm	1.0	0.15942028985507245	0.6376811594202898	0.05555555555555555	0.5555555555555556
False	traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	soap	1.0	0.2318840579710145	0.6521739130434783	0.1111111111111111	0.5185185185185185
False	traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	base	0.0	0.33333333333333337	0.5813953488372093	0.19607843137254904	0.5686274509803921
False	traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	uniform-unnorm	0.1	0.14728682170542634	0.5271317829457365	0.13725490196078433	0.5882352941176471
False	traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	uniform-norm	0.1	0.3565891472868217	0.6046511627906977	0.21568627450980393	0.5882352941176471
False	traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	soap	0.1	0.3565891472868217	0.6046511627906976	0.2156862745098039	0.5882352941176471
False	traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	base	0.0	0.2971014492753623	0.6231884057971016	0.16666666666666666	0.5185185185185185
False	traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	uniform-unnorm	0.1	0.043478260869565216	0.2608695652173913	0.05555555555555555	0.24074074074074076
False	traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	uniform-norm	0.1	0.28985507246376807	0.6231884057971014	0.14814814814814814	0.5555555555555556
False	traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	soap	0.1	0.3043478260869565	0.6231884057971014	0.1851851851851852	0.5185185185185185
False	traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	base	0.0	0.40310077519379844	0.6356589147286822	0.2549019607843137	0.6078431372549019
False	traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	uniform-unnorm	0.2	0.10077519379844961	0.20930232558139536	0.09803921568627451	0.25490196078431376
False	traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	uniform-norm	0.2	0.41860465116279066	0.6434108527131783	0.29411764705882354	0.6078431372549019
False	traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	soap	0.2	0.4263565891472868	0.6511627906976744	0.3333333333333333	0.6274509803921569
True	traceelephant	qwen3.5-9b	magentic	9,10,11	embed	1	18	base	0.0	0.15942028985507245	0.6086956521739131	0.09259259259259259	0.7777777777777777
True	traceelephant	qwen3.5-9b	magentic	9,10,11	embed	1	18	uniform-unnorm	0.8	0.050724637681159424	0.36231884057971014	0.018518518518518517	0.16666666666666669
True	traceelephant	qwen3.5-9b	magentic	9,10,11	embed	1	18	uniform-norm	0.8	0.13043478260869565	0.6304347826086957	0.1111111111111111	0.7222222222222222
True	traceelephant	qwen3.5-9b	magentic	9,10,11	embed	1	18	soap	0.8	0.2101449275362318	0.6304347826086957	0.1296296296296296	0.6666666666666666
True	traceelephant	qwen3.5-9b	captain	2,3,4	act/23	0	7	base	0.0	0.32558139534883723	0.6124031007751938	0.13725490196078433	0.5294117647058824
True	traceelephant	qwen3.5-9b	captain	2,3,4	act/23	0	7	uniform-unnorm	0.2	0.06201550387596899	0.18604651162790697	0.058823529411764705	0.17647058823529413
True	traceelephant	qwen3.5-9b	captain	2,3,4	act/23	0	7	uniform-norm	0.2	0.35658914728682173	0.6511627906976745	0.13725490196078433	0.5294117647058824
True	traceelephant	qwen3.5-9b	captain	2,3,4	act/23	0	7	soap	0.2	0.3643410852713177	0.6356589147286822	0.1372549019607843	0.5294117647058824
True	traceelephant	deepseek-8b	magentic	9,10,11	ens-mid3	0	9	base	0.0	0.3550724637681159	0.644927536231884	0.2222222222222222	0.6481481481481481
True	traceelephant	deepseek-8b	magentic	9,10,11	ens-mid3	0	9	uniform-unnorm	0.4	0.12318840579710144	0.6014492753623188	0.09259259259259259	0.4814814814814815
True	traceelephant	deepseek-8b	magentic	9,10,11	ens-mid3	0	9	uniform-norm	0.4	0.34057971014492755	0.644927536231884	0.2037037037037037	0.6296296296296297
True	traceelephant	deepseek-8b	magentic	9,10,11	ens-mid3	0	9	soap	0.4	0.3695652173913044	0.6449275362318841	0.2037037037037037	0.6481481481481481
True	traceelephant	deepseek-8b	captain	2,3,4	act/29	0	11	base	0.0	0.4108527131782945	0.6434108527131783	0.2549019607843137	0.5294117647058824
True	traceelephant	deepseek-8b	captain	2,3,4	act/29	0	11	uniform-unnorm	0.1	0.17054263565891473	0.3333333333333333	0.0784313725490196	0.19607843137254902
True	traceelephant	deepseek-8b	captain	2,3,4	act/29	0	11	uniform-norm	0.1	0.4031007751937984	0.6511627906976745	0.23529411764705882	0.5294117647058824
True	traceelephant	deepseek-8b	captain	2,3,4	act/29	0	11	soap	0.1	0.4263565891472868	0.6589147286821705	0.2941176470588235	0.5686274509803922
